index,date,time,price,volume
1797,2022-10-11,13:20:00,83.43,0.0
1798,2022-10-11,13:30:00,83.43,0.0
1799,2022-10-11,13:40:00,83.43,0.0
1800,2022-10-11,13:50:00,83.43,0.0
1801,2022-10-11,14:00:00,83.43,0.0
1802,2022-10-11,14:10:00,83.43,0.0
1803,2022-10-11,14:20:00,83.43,0.0
1804,2022-10-11,14:30:00,83.43,0.0
1805,2022-10-11,14:40:00,83.43,0.0
1806,2022-10-11,14:50:00,83.43,0.0
1807,2022-10-11,15:00:00,83.43,0.0
1808,2022-10-11,15:10:00,83.27,1.0
1809,2022-10-11,15:20:00,83.27,0.0
1810,2022-10-11,15:30:00,83.24,7.0
1811,2022-10-11,15:40:00,83.24,0.0
1812,2022-10-11,15:50:00,83.74,1.0
1813,2022-10-11,16:00:00,83.99,15.0
1855,2022-10-12,09:50:00,83.62,4.0
1856,2022-10-12,10:00:00,83.62,0.0
1857,2022-10-12,10:10:00,83.62,0.0
1858,2022-10-12,10:20:00,83.62,0.0
1859,2022-10-12,10:30:00,83.62,0.0
1860,2022-10-12,10:40:00,83.62,0.0
1861,2022-10-12,10:50:00,83.62,0.0
1862,2022-10-12,11:00:00,83.62,0.0
1863,2022-10-12,11:10:00,83.62,0.0
1864,2022-10-12,11:20:00,83.62,0.0
1865,2022-10-12,11:30:00,83.62,0.0
1866,2022-10-12,11:40:00,83.62,0.0
1867,2022-10-12,11:50:00,83.62,0.0
1868,2022-10-12,12:00:00,83.62,0.0
1869,2022-10-12,12:10:00,83.62,0.0
1870,2022-10-12,12:20:00,83.62,0.0
1871,2022-10-12,12:30:00,83.62,0.0
1872,2022-10-12,12:40:00,83.62,0.0
1873,2022-10-12,12:50:00,83.62,0.0
1874,2022-10-12,13:00:00,83.62,0.0
1875,2022-10-12,13:10:00,83.62,0.0
1876,2022-10-12,13:20:00,83.62,0.0
1877,2022-10-12,13:30:00,83.62,0.0
1878,2022-10-12,13:40:00,83.62,0.0
1879,2022-10-12,13:50:00,83.62,0.0
1880,2022-10-12,14:00:00,83.62,0.0
1881,2022-10-12,14:10:00,83.62,0.0
1882,2022-10-12,14:20:00,83.62,0.0
1883,2022-10-12,14:30:00,83.62,0.0
1884,2022-10-12,14:40:00,83.62,0.0
1885,2022-10-12,14:50:00,83.62,0.0
1886,2022-10-12,15:00:00,83.62,0.0
1887,2022-10-12,15:10:00,83.62,0.0
1888,2022-10-12,15:20:00,83.62,0.0
1889,2022-10-12,15:30:00,81.98,1.0
1890,2022-10-12,15:40:00,81.98,0.0
1891,2022-10-12,15:50:00,81.98,0.0
1892,2022-10-12,16:00:00,81.98,0.0
1942,2022-10-13,09:30:00,82.43,0.0
1943,2022-10-13,09:40:00,82.43,0.0
1944,2022-10-13,09:50:00,82.64,3.0
1945,2022-10-13,10:00:00,82.64,0.0
1946,2022-10-13,10:10:00,82.64,0.0
1947,2022-10-13,10:20:00,82.64,0.0
1948,2022-10-13,10:30:00,82.64,0.0
1949,2022-10-13,10:40:00,82.64,0.0
1950,2022-10-13,10:50:00,82.64,0.0
1951,2022-10-13,11:00:00,82.64,0.0
1952,2022-10-13,11:10:00,82.64,0.0
1953,2022-10-13,11:20:00,82.64,0.0
1954,2022-10-13,11:30:00,82.64,0.0
1955,2022-10-13,11:40:00,82.64,0.0
1956,2022-10-13,11:50:00,82.64,0.0
1957,2022-10-13,12:00:00,82.64,0.0
1958,2022-10-13,12:10:00,82.64,0.0
1959,2022-10-13,12:20:00,82.64,0.0
1960,2022-10-13,12:30:00,82.64,0.0
1961,2022-10-13,12:40:00,82.64,0.0
1962,2022-10-13,12:50:00,82.64,0.0
1963,2022-10-13,13:00:00,82.64,0.0
1964,2022-10-13,13:10:00,82.64,0.0
1965,2022-10-13,13:20:00,82.64,0.0
1966,2022-10-13,13:30:00,82.64,0.0
1967,2022-10-13,13:40:00,82.64,0.0
1968,2022-10-13,13:50:00,82.64,0.0
1969,2022-10-13,14:00:00,82.64,0.0
1970,2022-10-13,14:10:00,82.64,0.0
1971,2022-10-13,14:20:00,81.39,5.0
1972,2022-10-13,14:30:00,81.39,0.0
1973,2022-10-13,14:40:00,81.77,1.0
1974,2022-10-13,14:50:00,81.76,1.0
1975,2022-10-13,15:00:00,81.83,2.0
1976,2022-10-13,15:10:00,81.83,0.0
1977,2022-10-13,15:20:00,81.33,1.0
1978,2022-10-13,15:30:00,81.63,1.0
1979,2022-10-13,15:40:00,81.63,0.0
1980,2022-10-13,15:50:00,82.51,1.0
1981,2022-10-13,16:00:00,82.51,0.0
2035,2022-10-14,09:30:00,83.32,0.0
2036,2022-10-14,09:40:00,83.32,0.0
2037,2022-10-14,09:50:00,83.35,4.0
2038,2022-10-14,10:00:00,83.35,0.0
2039,2022-10-14,10:10:00,83.35,0.0
2040,2022-10-14,10:20:00,83.35,0.0
2041,2022-10-14,10:30:00,83.35,0.0
2042,2022-10-14,10:40:00,83.35,0.0
2043,2022-10-14,10:50:00,83.35,0.0
2044,2022-10-14,11:00:00,83.35,0.0
2045,2022-10-14,11:10:00,83.35,0.0
2046,2022-10-14,11:20:00,83.35,0.0
2047,2022-10-14,11:30:00,83.35,0.0
2048,2022-10-14,11:40:00,83.35,0.0
2049,2022-10-14,11:50:00,83.35,0.0
2050,2022-10-14,12:00:00,83.35,0.0
2051,2022-10-14,12:10:00,83.35,0.0
2052,2022-10-14,12:20:00,83.35,0.0
2053,2022-10-14,12:30:00,83.35,0.0
2054,2022-10-14,12:40:00,83.35,0.0
2055,2022-10-14,12:50:00,83.35,0.0
2056,2022-10-14,13:00:00,83.35,0.0
2057,2022-10-14,13:10:00,83.35,0.0
2058,2022-10-14,13:20:00,83.35,0.0
2059,2022-10-14,13:30:00,83.35,0.0
2060,2022-10-14,13:40:00,83.35,0.0
2061,2022-10-14,13:50:00,83.35,0.0
2062,2022-10-14,14:00:00,82.75,8.0
2063,2022-10-14,14:10:00,82.75,0.0
2064,2022-10-14,14:20:00,82.75,0.0
2065,2022-10-14,14:30:00,82.75,0.0
2066,2022-10-14,14:40:00,82.75,0.0
2067,2022-10-14,14:50:00,82.75,0.0
2068,2022-10-14,15:00:00,82.0,1.0
2069,2022-10-14,15:10:00,81.35,1.0
2070,2022-10-14,15:20:00,81.35,0.0
2071,2022-10-14,15:30:00,81.59,2.0
2072,2022-10-14,15:40:00,81.32,1.0
2073,2022-10-14,15:50:00,81.32,0.0
2074,2022-10-14,16:00:00,81.32,0.0
2144,2022-10-17,09:30:00,82.16,0.0
2145,2022-10-17,09:40:00,82.16,0.0
2146,2022-10-17,09:50:00,81.12,8.0
2147,2022-10-17,10:00:00,81.36,1.0
2148,2022-10-17,10:10:00,81.36,0.0
2149,2022-10-17,10:20:00,81.36,0.0
2150,2022-10-17,10:30:00,81.36,0.0
2151,2022-10-17,10:40:00,81.36,0.0
2152,2022-10-17,10:50:00,81.36,0.0
2153,2022-10-17,11:00:00,81.36,0.0
2154,2022-10-17,11:10:00,81.36,0.0
2155,2022-10-17,11:20:00,81.36,0.0
2156,2022-10-17,11:30:00,81.36,0.0
2157,2022-10-17,11:40:00,81.36,0.0
2158,2022-10-17,11:50:00,81.36,0.0
2159,2022-10-17,12:00:00,81.36,0.0
2160,2022-10-17,12:10:00,81.36,0.0
2161,2022-10-17,12:20:00,81.36,0.0
2162,2022-10-17,12:30:00,81.36,0.0
2163,2022-10-17,12:40:00,81.36,0.0
2164,2022-10-17,12:50:00,81.36,0.0
2165,2022-10-17,13:00:00,80.92,2.0
2166,2022-10-17,13:10:00,80.92,0.0
2167,2022-10-17,13:20:00,80.92,0.0
2168,2022-10-17,13:30:00,80.92,0.0
2169,2022-10-17,13:40:00,80.92,0.0
2170,2022-10-17,13:50:00,80.92,0.0
2171,2022-10-17,14:00:00,82.1,2.0
2172,2022-10-17,14:10:00,82.2,1.0
2173,2022-10-17,14:20:00,82.2,0.0
2174,2022-10-17,14:30:00,82.2,0.0
2175,2022-10-17,14:40:00,82.2,0.0
2176,2022-10-17,14:50:00,82.39,2.0
2177,2022-10-17,15:00:00,82.21,2.0
2178,2022-10-17,15:10:00,82.21,0.0
2179,2022-10-17,15:20:00,81.76,2.0
2180,2022-10-17,15:30:00,81.76,0.0
2181,2022-10-17,15:40:00,81.76,0.0
2182,2022-10-17,15:50:00,81.76,0.0
2183,2022-10-17,16:00:00,81.95,2.0
2232,2022-10-18,09:30:00,81.78,1.0
2233,2022-10-18,09:40:00,81.78,0.0
2234,2022-10-18,09:50:00,81.03,7.0
2235,2022-10-18,10:00:00,80.48,3.0
2236,2022-10-18,10:10:00,80.48,0.0
2237,2022-10-18,10:20:00,80.48,0.0
2238,2022-10-18,10:30:00,80.48,0.0
2239,2022-10-18,10:40:00,80.48,0.0
2240,2022-10-18,10:50:00,80.48,0.0
2241,2022-10-18,11:00:00,80.91,1.0
2242,2022-10-18,11:10:00,80.91,0.0
2243,2022-10-18,11:20:00,80.91,0.0
2244,2022-10-18,11:30:00,80.91,0.0
2245,2022-10-18,11:40:00,80.91,0.0
2246,2022-10-18,11:50:00,80.91,0.0
2247,2022-10-18,12:00:00,80.91,0.0
2248,2022-10-18,12:10:00,80.91,0.0
2249,2022-10-18,12:20:00,80.91,0.0
2250,2022-10-18,12:30:00,80.91,0.0
2251,2022-10-18,12:40:00,80.91,0.0
2252,2022-10-18,12:50:00,80.91,0.0
2253,2022-10-18,13:00:00,81.11,1.0
2254,2022-10-18,13:10:00,81.55,1.0
2255,2022-10-18,13:20:00,81.55,0.0
2256,2022-10-18,13:30:00,81.55,0.0
2257,2022-10-18,13:40:00,81.04,7.0
2258,2022-10-18,13:50:00,81.04,0.0
2259,2022-10-18,14:00:00,80.68,3.0
2260,2022-10-18,14:10:00,80.45,5.0
2261,2022-10-18,14:20:00,80.35,1.0
2262,2022-10-18,14:30:00,80.74,1.0
2263,2022-10-18,14:40:00,80.01,3.0
2264,2022-10-18,14:50:00,79.69,4.0
2265,2022-10-18,15:00:00,79.69,0.0
2266,2022-10-18,15:10:00,79.69,0.0
2267,2022-10-18,15:20:00,79.41,1.0
2268,2022-10-18,15:30:00,78.94,3.0
2269,2022-10-18,15:40:00,78.88,1.0
2270,2022-10-18,15:50:00,79.24,2.0
2271,2022-10-18,16:00:00,79.24,0.0
2340,2022-10-19,09:30:00,79.29,6.0
2341,2022-10-19,09:40:00,79.29,0.0
2342,2022-10-19,09:50:00,79.29,0.0
2343,2022-10-19,10:00:00,79.29,0.0
2344,2022-10-19,10:10:00,79.29,0.0
2345,2022-10-19,10:20:00,79.29,0.0
2346,2022-10-19,10:30:00,79.29,0.0
2347,2022-10-19,10:40:00,79.29,0.0
2348,2022-10-19,10:50:00,79.29,0.0
2349,2022-10-19,11:00:00,79.29,0.0
2350,2022-10-19,11:10:00,79.29,0.0
2351,2022-10-19,11:20:00,79.29,0.0
2352,2022-10-19,11:30:00,79.29,0.0
2353,2022-10-19,11:40:00,79.29,0.0
2354,2022-10-19,11:50:00,79.29,0.0
2355,2022-10-19,12:00:00,79.29,0.0
2356,2022-10-19,12:10:00,79.29,0.0
2357,2022-10-19,12:20:00,80.04,2.0
2358,2022-10-19,12:30:00,80.04,0.0
2359,2022-10-19,12:40:00,80.07,2.0
2360,2022-10-19,12:50:00,80.07,0.0
2361,2022-10-19,13:00:00,80.07,0.0
2362,2022-10-19,13:10:00,80.07,0.0
2363,2022-10-19,13:20:00,79.68,2.0
2364,2022-10-19,13:30:00,80.15,1.0
2365,2022-10-19,13:40:00,80.15,0.0
2366,2022-10-19,13:50:00,80.28,1.0
2367,2022-10-19,14:00:00,80.13,9.0
2368,2022-10-19,14:10:00,80.13,0.0
2369,2022-10-19,14:20:00,80.13,0.0
2370,2022-10-19,14:30:00,80.13,0.0
2371,2022-10-19,14:40:00,79.42,9.0
2372,2022-10-19,14:50:00,79.63,1.0
2373,2022-10-19,15:00:00,80.02,4.0
2374,2022-10-19,15:10:00,80.17,5.0
2375,2022-10-19,15:20:00,80.2,8.0
2376,2022-10-19,15:30:00,79.73,1.0
2377,2022-10-19,15:40:00,79.73,0.0
2378,2022-10-19,15:50:00,79.73,0.0
2379,2022-10-19,16:00:00,79.73,0.0
2431,2022-10-20,09:30:00,81.92,0.0
2432,2022-10-20,09:40:00,81.92,0.0
2433,2022-10-20,09:50:00,81.92,0.0
2434,2022-10-20,10:00:00,81.92,0.0
2435,2022-10-20,10:10:00,81.92,0.0
2436,2022-10-20,10:20:00,81.92,0.0
2437,2022-10-20,10:30:00,81.92,0.0
2438,2022-10-20,10:40:00,81.92,0.0
2439,2022-10-20,10:50:00,81.92,0.0
2440,2022-10-20,11:00:00,81.92,0.0
2441,2022-10-20,11:10:00,81.92,0.0
2442,2022-10-20,11:20:00,81.92,0.0
2443,2022-10-20,11:30:00,81.92,0.0
2444,2022-10-20,11:40:00,81.92,0.0
2445,2022-10-20,11:50:00,82.25,1.0
2446,2022-10-20,12:00:00,82.25,0.0
2447,2022-10-20,12:10:00,82.25,0.0
2448,2022-10-20,12:20:00,82.25,0.0
2449,2022-10-20,12:30:00,82.25,0.0
2450,2022-10-20,12:40:00,82.25,0.0
2451,2022-10-20,12:50:00,82.25,0.0
2452,2022-10-20,13:00:00,82.29,4.0
2453,2022-10-20,13:10:00,82.29,0.0
2454,2022-10-20,13:20:00,82.29,0.0
2455,2022-10-20,13:30:00,82.08,2.0
2456,2022-10-20,13:40:00,82.08,0.0
2457,2022-10-20,13:50:00,81.94,2.0
2458,2022-10-20,14:00:00,81.68,4.0
2459,2022-10-20,14:10:00,81.68,0.0
2460,2022-10-20,14:20:00,81.68,0.0
2461,2022-10-20,14:30:00,81.68,0.0
2462,2022-10-20,14:40:00,82.11,14.0
2463,2022-10-20,14:50:00,82.11,0.0
2464,2022-10-20,15:00:00,82.7,14.0
2465,2022-10-20,15:10:00,82.64,4.0
2466,2022-10-20,15:20:00,82.62,7.0
2467,2022-10-20,15:30:00,82.62,0.0
2468,2022-10-20,15:40:00,82.62,0.0
2469,2022-10-20,15:50:00,82.25,3.0
2470,2022-10-20,16:00:00,82.25,0.0
2530,2022-10-21,09:30:00,79.89,0.0
2531,2022-10-21,09:40:00,79.89,0.0
2532,2022-10-21,09:50:00,79.86,7.0
2533,2022-10-21,10:00:00,79.86,0.0
2534,2022-10-21,10:10:00,79.86,0.0
2535,2022-10-21,10:20:00,79.86,0.0
2536,2022-10-21,10:30:00,79.86,0.0
2537,2022-10-21,10:40:00,79.86,0.0
2538,2022-10-21,10:50:00,79.86,0.0
2539,2022-10-21,11:00:00,79.86,0.0
2540,2022-10-21,11:10:00,79.86,0.0
2541,2022-10-21,11:20:00,79.86,0.0
2542,2022-10-21,11:30:00,79.86,0.0
2543,2022-10-21,11:40:00,79.86,0.0
2544,2022-10-21,11:50:00,79.86,0.0
2545,2022-10-21,12:00:00,79.86,0.0
2546,2022-10-21,12:10:00,79.86,0.0
2547,2022-10-21,12:20:00,81.12,1.0
2548,2022-10-21,12:30:00,81.18,1.0
2549,2022-10-21,12:40:00,81.18,0.0
2550,2022-10-21,12:50:00,81.18,0.0
2551,2022-10-21,13:00:00,81.18,0.0
2552,2022-10-21,13:10:00,81.04,1.0
2553,2022-10-21,13:20:00,81.04,0.0
2554,2022-10-21,13:30:00,80.79,1.0
2555,2022-10-21,13:40:00,80.68,1.0
2556,2022-10-21,13:50:00,80.68,0.0
2557,2022-10-21,14:00:00,81.55,3.0
2558,2022-10-21,14:10:00,81.58,2.0
2559,2022-10-21,14:20:00,81.07,1.0
2560,2022-10-21,14:30:00,81.07,0.0
2561,2022-10-21,14:40:00,81.07,0.0
2562,2022-10-21,14:50:00,81.07,0.0
2563,2022-10-21,15:00:00,81.07,0.0
2564,2022-10-21,15:10:00,81.07,0.0
2565,2022-10-21,15:20:00,81.07,0.0
2566,2022-10-21,15:30:00,80.57,3.0
2567,2022-10-21,15:40:00,80.67,1.0
2568,2022-10-21,15:50:00,80.67,0.0
2569,2022-10-21,16:00:00,80.67,0.0
2656,2022-10-24,09:30:00,80.85,0.0
2657,2022-10-24,09:40:00,80.85,0.0
2658,2022-10-24,09:50:00,79.82,1.0
2659,2022-10-24,10:00:00,79.82,0.0
2660,2022-10-24,10:10:00,79.82,0.0
2661,2022-10-24,10:20:00,79.82,0.0
2662,2022-10-24,10:30:00,79.82,0.0
2663,2022-10-24,10:40:00,79.82,0.0
2664,2022-10-24,10:50:00,79.82,0.0
2665,2022-10-24,11:00:00,79.82,0.0
2666,2022-10-24,11:10:00,79.82,0.0
2667,2022-10-24,11:20:00,79.82,0.0
2668,2022-10-24,11:30:00,79.82,0.0
2669,2022-10-24,11:40:00,79.82,0.0
2670,2022-10-24,11:50:00,79.82,0.0
2671,2022-10-24,12:00:00,79.82,0.0
2672,2022-10-24,12:10:00,79.82,0.0
2673,2022-10-24,12:20:00,79.82,0.0
2674,2022-10-24,12:30:00,79.82,0.0
2675,2022-10-24,12:40:00,80.59,1.0
2676,2022-10-24,12:50:00,80.59,0.0
2677,2022-10-24,13:00:00,80.59,0.0
2678,2022-10-24,13:10:00,80.59,0.0
2679,2022-10-24,13:20:00,80.01,1.0
2680,2022-10-24,13:30:00,80.01,0.0
2681,2022-10-24,13:40:00,80.01,0.0
2682,2022-10-24,13:50:00,80.01,0.0
2683,2022-10-24,14:00:00,80.01,0.0
2684,2022-10-24,14:10:00,80.57,1.0
2685,2022-10-24,14:20:00,80.57,0.0
2686,2022-10-24,14:30:00,80.57,0.0
2687,2022-10-24,14:40:00,81.54,7.0
2688,2022-10-24,14:50:00,81.54,0.0
2689,2022-10-24,15:00:00,81.54,0.0
2690,2022-10-24,15:10:00,81.54,0.0
2691,2022-10-24,15:20:00,81.43,2.0
2692,2022-10-24,15:30:00,82.05,7.0
2693,2022-10-24,15:40:00,82.05,0.0
2694,2022-10-24,15:50:00,81.55,1.0
2695,2022-10-24,16:00:00,81.55,0.0
2741,2022-10-25,09:30:00,81.05,1.0
2742,2022-10-25,09:40:00,81.05,0.0
2743,2022-10-25,09:50:00,80.86,3.0
2744,2022-10-25,10:00:00,80.86,0.0
2745,2022-10-25,10:10:00,80.86,0.0
2746,2022-10-25,10:20:00,80.86,0.0
2747,2022-10-25,10:30:00,80.86,0.0
2748,2022-10-25,10:40:00,80.86,0.0
2749,2022-10-25,10:50:00,80.86,0.0
2750,2022-10-25,11:00:00,80.86,0.0
2751,2022-10-25,11:10:00,80.86,0.0
2752,2022-10-25,11:20:00,80.19,1.0
2753,2022-10-25,11:30:00,80.19,0.0
2754,2022-10-25,11:40:00,80.19,0.0
2755,2022-10-25,11:50:00,80.19,0.0
2756,2022-10-25,12:00:00,80.12,3.0
2757,2022-10-25,12:10:00,80.11,1.0
2758,2022-10-25,12:20:00,80.11,0.0
2759,2022-10-25,12:30:00,80.17,1.0
2760,2022-10-25,12:40:00,80.17,0.0
2761,2022-10-25,12:50:00,80.17,0.0
2762,2022-10-25,13:00:00,80.37,1.0
2763,2022-10-25,13:10:00,80.37,0.0
2764,2022-10-25,13:20:00,80.37,0.0
2765,2022-10-25,13:30:00,80.37,0.0
2766,2022-10-25,13:40:00,81.09,4.0
2767,2022-10-25,13:50:00,81.01,1.0
2768,2022-10-25,14:00:00,81.01,0.0
2769,2022-10-25,14:10:00,81.01,0.0
2770,2022-10-25,14:20:00,81.01,0.0
2771,2022-10-25,14:30:00,81.01,0.0
2772,2022-10-25,14:40:00,81.01,0.0
2773,2022-10-25,14:50:00,82.16,5.0
2774,2022-10-25,15:00:00,82.21,2.0
2775,2022-10-25,15:10:00,82.14,2.0
2776,2022-10-25,15:20:00,82.14,0.0
2777,2022-10-25,15:30:00,82.19,1.0
2778,2022-10-25,15:40:00,82.19,0.0
2779,2022-10-25,15:50:00,82.1,1.0
2780,2022-10-25,16:00:00,82.1,0.0
2823,2022-10-26,09:30:00,81.96,0.0
2824,2022-10-26,09:40:00,81.96,0.0
2825,2022-10-26,09:50:00,82.37,1.0
2826,2022-10-26,10:00:00,82.37,0.0
2827,2022-10-26,10:10:00,82.37,0.0
2828,2022-10-26,10:20:00,82.37,0.0
2829,2022-10-26,10:30:00,82.54,1.0
2830,2022-10-26,10:40:00,82.54,0.0
2831,2022-10-26,10:50:00,82.54,0.0
2832,2022-10-26,11:00:00,82.54,0.0
2833,2022-10-26,11:10:00,82.54,0.0
2834,2022-10-26,11:20:00,82.54,0.0
2835,2022-10-26,11:30:00,82.54,0.0
2836,2022-10-26,11:40:00,82.54,0.0
2837,2022-10-26,11:50:00,82.54,0.0
2838,2022-10-26,12:00:00,82.54,0.0
2839,2022-10-26,12:10:00,82.54,0.0
2840,2022-10-26,12:20:00,82.54,0.0
2841,2022-10-26,12:30:00,82.54,0.0
2842,2022-10-26,12:40:00,82.54,0.0
2843,2022-10-26,12:50:00,82.54,0.0
2844,2022-10-26,13:00:00,82.54,0.0
2845,2022-10-26,13:10:00,82.93,1.0
2846,2022-10-26,13:20:00,82.93,0.0
2847,2022-10-26,13:30:00,82.93,0.0
2848,2022-10-26,13:40:00,82.93,0.0
2849,2022-10-26,13:50:00,82.93,0.0
2850,2022-10-26,14:00:00,82.65,3.0
2851,2022-10-26,14:10:00,82.53,1.0
2852,2022-10-26,14:20:00,82.53,0.0
2853,2022-10-26,14:30:00,82.53,0.0
2854,2022-10-26,14:40:00,82.53,0.0
2855,2022-10-26,14:50:00,83.02,1.0
2856,2022-10-26,15:00:00,83.01,5.0
2857,2022-10-26,15:10:00,83.01,0.0
2858,2022-10-26,15:20:00,83.01,0.0
2859,2022-10-26,15:30:00,84.0,4.0
2860,2022-10-26,15:40:00,83.94,4.0
2861,2022-10-26,15:50:00,84.05,1.0
2862,2022-10-26,16:00:00,84.17,1.0
2924,2022-10-27,09:30:00,83.76,0.0
2925,2022-10-27,09:40:00,83.76,0.0
2926,2022-10-27,09:50:00,84.2,11.0
2927,2022-10-27,10:00:00,84.2,0.0
2928,2022-10-27,10:10:00,84.2,0.0
2929,2022-10-27,10:20:00,84.2,0.0
2930,2022-10-27,10:30:00,84.2,0.0
2931,2022-10-27,10:40:00,84.2,0.0
2932,2022-10-27,10:50:00,84.2,0.0
2933,2022-10-27,11:00:00,84.2,0.0
2934,2022-10-27,11:10:00,84.2,0.0
2935,2022-10-27,11:20:00,84.17,2.0
2936,2022-10-27,11:30:00,84.17,0.0
2937,2022-10-27,11:40:00,84.17,0.0
2938,2022-10-27,11:50:00,84.17,0.0
2939,2022-10-27,12:00:00,84.32,1.0
2940,2022-10-27,12:10:00,84.32,0.0
2941,2022-10-27,12:20:00,84.32,0.0
2942,2022-10-27,12:30:00,84.32,0.0
2943,2022-10-27,12:40:00,84.32,0.0
2944,2022-10-27,12:50:00,84.32,0.0
2945,2022-10-27,13:00:00,84.67,7.0
2946,2022-10-27,13:10:00,84.67,0.0
2947,2022-10-27,13:20:00,84.67,0.0
2948,2022-10-27,13:30:00,84.74,3.0
2949,2022-10-27,13:40:00,84.74,0.0
2950,2022-10-27,13:50:00,84.74,0.0
2951,2022-10-27,14:00:00,85.0,5.0
2952,2022-10-27,14:10:00,84.94,1.0
2953,2022-10-27,14:20:00,85.0,3.0
2954,2022-10-27,14:30:00,85.05,2.0
2955,2022-10-27,14:40:00,85.16,4.0
2956,2022-10-27,14:50:00,84.43,5.0
2957,2022-10-27,15:00:00,84.46,1.0
2958,2022-10-27,15:10:00,84.75,1.0
2959,2022-10-27,15:20:00,84.98,2.0
2960,2022-10-27,15:30:00,85.06,3.0
2961,2022-10-27,15:40:00,85.06,0.0
2962,2022-10-27,15:50:00,85.06,0.0
2963,2022-10-27,16:00:00,85.29,2.0
3029,2022-10-28,09:30:00,84.52,1.0
3030,2022-10-28,09:40:00,84.32,6.0
3031,2022-10-28,09:50:00,84.32,0.0
3032,2022-10-28,10:00:00,84.06,2.0
3033,2022-10-28,10:10:00,84.06,0.0
3034,2022-10-28,10:20:00,84.06,0.0
3035,2022-10-28,10:30:00,84.06,0.0
3036,2022-10-28,10:40:00,84.06,0.0
3037,2022-10-28,10:50:00,84.06,0.0
3038,2022-10-28,11:00:00,84.24,1.0
3039,2022-10-28,11:10:00,84.24,0.0
3040,2022-10-28,11:20:00,84.24,0.0
3041,2022-10-28,11:30:00,84.24,0.0
3042,2022-10-28,11:40:00,84.38,1.0
3043,2022-10-28,11:50:00,84.58,1.0
3044,2022-10-28,12:00:00,84.58,0.0
3045,2022-10-28,12:10:00,84.58,0.0
3046,2022-10-28,12:20:00,84.58,0.0
3047,2022-10-28,12:30:00,84.58,0.0
3048,2022-10-28,12:40:00,84.58,0.0
3049,2022-10-28,12:50:00,84.58,0.0
3050,2022-10-28,13:00:00,84.33,1.0
3051,2022-10-28,13:10:00,84.33,0.0
3052,2022-10-28,13:20:00,84.33,0.0
3053,2022-10-28,13:30:00,84.33,0.0
3054,2022-10-28,13:40:00,84.33,0.0
3055,2022-10-28,13:50:00,84.33,0.0
3056,2022-10-28,14:00:00,84.33,0.0
3057,2022-10-28,14:10:00,83.92,3.0
3058,2022-10-28,14:20:00,83.92,0.0
3059,2022-10-28,14:30:00,84.12,1.0
3060,2022-10-28,14:40:00,84.12,0.0
3061,2022-10-28,14:50:00,84.12,0.0
3062,2022-10-28,15:00:00,84.4,8.0
3063,2022-10-28,15:10:00,84.4,0.0
3064,2022-10-28,15:20:00,84.4,0.0
3065,2022-10-28,15:30:00,84.26,4.0
3066,2022-10-28,15:40:00,84.18,1.0
3067,2022-10-28,15:50:00,84.18,0.0
3068,2022-10-28,16:00:00,83.99,2.0
3162,2022-10-31,09:30:00,84.01,0.0
3163,2022-10-31,09:40:00,84.01,0.0
3164,2022-10-31,09:50:00,82.97,3.0
3165,2022-10-31,10:00:00,82.97,0.0
3166,2022-10-31,10:10:00,82.97,0.0
3167,2022-10-31,10:20:00,82.52,1.0
3168,2022-10-31,10:30:00,82.52,0.0
3169,2022-10-31,10:40:00,82.52,0.0
3170,2022-10-31,10:50:00,82.58,1.0
3171,2022-10-31,11:00:00,82.58,0.0
3172,2022-10-31,11:10:00,82.58,0.0
3173,2022-10-31,11:20:00,82.58,0.0
3174,2022-10-31,11:30:00,82.58,0.0
3175,2022-10-31,11:40:00,82.58,0.0
3176,2022-10-31,11:50:00,82.58,0.0
3177,2022-10-31,12:00:00,82.3,1.0
3178,2022-10-31,12:10:00,82.3,0.0
3179,2022-10-31,12:20:00,82.1,4.0
3180,2022-10-31,12:30:00,82.1,0.0
3181,2022-10-31,12:40:00,82.1,0.0
3182,2022-10-31,12:50:00,82.1,0.0
3183,2022-10-31,13:00:00,82.1,0.0
3184,2022-10-31,13:10:00,82.1,0.0
3185,2022-10-31,13:20:00,82.17,7.0
3186,2022-10-31,13:30:00,83.14,4.0
3187,2022-10-31,13:40:00,83.19,1.0
3188,2022-10-31,13:50:00,83.19,0.0
3189,2022-10-31,14:00:00,83.19,0.0
3190,2022-10-31,14:10:00,83.19,0.0
3191,2022-10-31,14:20:00,82.95,2.0
3192,2022-10-31,14:30:00,83.19,1.0
3193,2022-10-31,14:40:00,83.38,1.0
3194,2022-10-31,14:50:00,83.38,0.0
3195,2022-10-31,15:00:00,83.24,2.0
3196,2022-10-31,15:10:00,83.29,1.0
3197,2022-10-31,15:20:00,83.75,1.0
3198,2022-10-31,15:30:00,82.88,2.0
3199,2022-10-31,15:40:00,82.78,5.0
3200,2022-10-31,15:50:00,82.78,0.0
3201,2022-10-31,16:00:00,82.78,0.0
3267,2022-11-01,09:30:00,83.75,0.0
3268,2022-11-01,09:40:00,83.75,0.0
3269,2022-11-01,09:50:00,83.98,1.0
3270,2022-11-01,10:00:00,84.08,1.0
3271,2022-11-01,10:10:00,84.08,0.0
3272,2022-11-01,10:20:00,84.08,0.0
3273,2022-11-01,10:30:00,84.08,0.0
