nterm,date,time,price,volume,prev_day_volume,total_daily_volume_prev_day,yesterday_close,flat_delta_px_prev_bar,percent_delta_px_prev_bar,flat_delta_px_close,percent_delta_px_close
1749,2022-10-31,14:20:00,84.12,500.0,395.0,3566.0,85.5,0.4900000000000091,0.5859141456415271,-1.3799999999999957,-1.614035087719293
1750,2022-10-31,14:30:00,84.02,119.0,73.0,3566.0,85.5,-0.1000000000000085,-0.1188777936281604,-1.480000000000004,-1.7309941520467882
1751,2022-10-31,14:40:00,83.97,87.0,57.0,3566.0,85.5,-0.0499999999999971,-0.0595096405617676,-1.5300000000000011,-1.7894736842105277
1752,2022-10-31,14:50:00,84.06,13.0,67.0,3566.0,85.5,0.0900000000000034,0.1071811361200469,-1.4399999999999975,-1.6842105263157867
1753,2022-10-31,15:00:00,83.91,27.0,35.0,3566.0,85.5,-0.1500000000000056,-0.1784439685938683,-1.5900000000000034,-1.859649122807021
1754,2022-10-31,15:10:00,83.91,57.0,43.0,3566.0,85.5,0.0,0.0,-1.5900000000000034,-1.859649122807021
1755,2022-10-31,15:20:00,83.76,48.0,17.0,3566.0,85.5,-0.1499999999999914,-0.1787629603146126,-1.7399999999999949,-2.0350877192982395
1756,2022-10-31,15:30:00,83.88,35.0,16.0,3566.0,85.5,0.1199999999999903,0.1432664756446876,-1.6200000000000043,-1.8947368421052688
1757,2022-10-31,15:40:00,83.74,8.0,24.0,3566.0,85.5,-0.1400000000000005,-0.1669051025274208,-1.7600000000000051,-2.058479532163749
1758,2022-10-31,15:50:00,83.8,9.0,26.0,3566.0,85.5,0.0600000000000022,0.0716503463100098,-1.7000000000000028,-1.988304093567255
1759,2022-10-31,16:00:00,83.86,44.0,7.0,3566.0,85.5,0.0600000000000022,0.0715990453460647,-1.6400000000000006,-1.9181286549707608
1760,2022-11-01,09:30:00,86.23,201.0,385.0,5181.0,83.86,2.3700000000000045,2.826138802766521,2.3700000000000045,2.826138802766521
1761,2022-11-01,09:40:00,86.24,126.0,269.0,5181.0,83.86,0.0099999999999909,0.0115968920329246,2.3799999999999955,2.838063439065103
1762,2022-11-01,09:50:00,86.05,76.0,230.0,5181.0,83.86,-0.1899999999999977,-0.2203153988868248,2.1899999999999977,2.611495349391841
1763,2022-11-01,10:00:00,85.61,223.0,181.0,5181.0,83.86,-0.4399999999999977,-0.5113306217315489,1.75,2.0868113522537564
1764,2022-11-01,10:10:00,85.74,116.0,135.0,5181.0,83.86,0.1299999999999954,0.1518514192267205,1.879999999999996,2.241831624135459
1765,2022-11-01,10:20:00,85.72,71.0,193.0,5181.0,83.86,-0.019999999999996,-0.0233263354326988,1.86,2.2179823515382773
1766,2022-11-01,10:30:00,85.85,177.0,98.0,5181.0,83.86,0.1299999999999954,0.1516565562295794,1.9899999999999949,2.37300262341998
1767,2022-11-01,10:40:00,85.93,72.0,94.0,5181.0,83.86,0.0800000000000125,0.0931857891671665,2.0700000000000074,2.4683997138087377
1768,2022-11-01,10:50:00,85.96,52.0,146.0,5181.0,83.86,0.0299999999999869,0.0349121377865552,2.0999999999999943,2.5041736227045006
1769,2022-11-01,11:00:00,85.83,108.0,96.0,5181.0,83.86,-0.1299999999999954,-0.1512331316891524,1.9699999999999989,2.349153350822798
1770,2022-11-01,11:10:00,85.89,155.0,74.0,5181.0,83.86,0.0600000000000022,0.0699056274030086,2.030000000000001,2.4207011686143587
1771,2022-11-01,11:20:00,86.09,35.0,227.0,5181.0,83.86,0.2000000000000028,0.2328559785772533,2.230000000000004,2.65919389458622
1772,2022-11-01,11:30:00,85.77,57.0,173.0,5181.0,83.86,-0.3200000000000074,-0.3717040306655911,1.9099999999999968,2.2776055330312386
1773,2022-11-01,11:40:00,85.74,58.0,82.0,5181.0,83.86,-0.0300000000000011,-0.0349772647778957,1.879999999999996,2.241831624135459
1774,2022-11-01,11:50:00,85.69,38.0,163.0,5181.0,83.86,-0.0499999999999971,-0.0583158385817554,1.8299999999999983,2.182208442642497
1775,2022-11-01,12:00:00,85.73,123.0,115.0,5181.0,83.86,0.0400000000000062,0.0466798926362542,1.8700000000000043,2.2299069878368765
1776,2022-11-01,12:10:00,86.06,325.0,133.0,5181.0,83.86,0.3299999999999983,0.3849294296045705,2.200000000000003,2.62341998569044
1777,2022-11-01,12:20:00,85.88,174.0,166.0,5181.0,83.86,-0.1800000000000068,-0.2091564025098847,2.019999999999996,2.4087765323157595
1778,2022-11-01,12:30:00,86.0,50.0,65.0,5181.0,83.86,0.1200000000000045,0.1397298556124878,2.140000000000001,2.55187216789888
1779,2022-11-01,12:40:00,86.25,135.0,24.0,5181.0,83.86,0.25,0.2906976744186046,2.390000000000001,2.849988075363702
1780,2022-11-01,12:50:00,86.11,61.0,116.0,5181.0,83.86,-0.1400000000000005,-0.1623188405797108,2.25,2.683043167183401
1781,2022-11-01,13:00:00,86.07,48.0,86.0,5181.0,83.86,-0.0400000000000062,-0.0464522122866174,2.2099999999999937,2.635344621989022
1782,2022-11-01,13:10:00,86.0,67.0,288.0,5181.0,83.86,-0.0699999999999931,-0.0813291506912898,2.140000000000001,2.55187216789888
1783,2022-11-01,13:20:00,85.92,111.0,122.0,5181.0,83.86,-0.0799999999999983,-0.0930232558139515,2.0600000000000023,2.4564750775101385
1784,2022-11-01,13:30:00,85.85,155.0,101.0,5181.0,83.86,-0.0700000000000073,-0.0814711359404182,1.9899999999999949,2.37300262341998
1785,2022-11-01,13:40:00,85.92,145.0,53.0,5181.0,83.86,0.0700000000000073,0.0815375655212666,2.0600000000000023,2.4564750775101385
1786,2022-11-01,13:50:00,86.05,146.0,125.0,5181.0,83.86,0.1299999999999954,0.1513035381750412,2.1899999999999977,2.611495349391841
1787,2022-11-01,14:00:00,86.14,206.0,157.0,5181.0,83.86,0.0900000000000034,0.104590354445094,2.280000000000001,2.7188170760791808
1788,2022-11-01,14:10:00,85.93,239.0,137.0,5181.0,83.86,-0.2099999999999937,-0.2437891804039862,2.0700000000000074,2.4683997138087377
1789,2022-11-01,14:20:00,85.79,732.0,500.0,5181.0,83.86,-0.1400000000000005,-0.1629233096706628,1.9300000000000068,2.3014548056284365
1790,2022-11-01,14:30:00,85.85,430.0,119.0,5181.0,83.86,0.059999999999988,0.0699382212378926,1.9899999999999949,2.37300262341998
1791,2022-11-01,14:40:00,85.85,50.0,87.0,5181.0,83.86,0.0,0.0,1.9899999999999949,2.37300262341998
1792,2022-11-01,14:50:00,85.94,45.0,13.0,5181.0,83.86,0.0900000000000034,0.1048340128130499,2.0799999999999983,2.48032435010732
1793,2022-11-01,15:00:00,85.93,100.0,27.0,5181.0,83.86,-0.0099999999999909,-0.0116360251338037,2.0700000000000074,2.4683997138087377
1794,2022-11-01,15:10:00,85.8,101.0,57.0,5181.0,83.86,-0.1300000000000096,-0.1512859304084832,1.9399999999999973,2.3133794419270184
1795,2022-11-01,15:20:00,85.7,43.0,48.0,5181.0,83.86,-0.0999999999999943,-0.1165501165501099,1.840000000000004,2.194133078941096
1796,2022-11-01,15:30:00,85.72,20.0,35.0,5181.0,83.86,0.019999999999996,0.0233372228704737,1.86,2.2179823515382773
1797,2022-11-01,15:40:00,85.7,16.0,8.0,5181.0,83.86,-0.019999999999996,-0.0233317778814699,1.840000000000004,2.194133078941096
1798,2022-11-01,15:50:00,85.75,54.0,9.0,5181.0,83.86,0.0499999999999971,0.0583430571761927,1.8900000000000008,2.253756260434057
1799,2022-11-01,16:00:00,85.71,44.0,44.0,5181.0,83.86,-0.0400000000000062,-0.046647230320707,1.8499999999999943,2.2060577152396785
1800,2022-11-02,09:30:00,85.4,219.0,201.0,5185.0,85.71,-0.309999999999988,-0.361684750904198,-0.309999999999988,-0.361684750904198
1801,2022-11-02,09:40:00,85.74,57.0,126.0,5185.0,85.71,0.3399999999999892,0.3981264637002215,0.0300000000000011,0.0350017500875057
1802,2022-11-02,09:50:00,85.65,40.0,76.0,5185.0,85.71,-0.0899999999999892,-0.1049685094471532,-0.059999999999988,-0.0700035001749948
1803,2022-11-02,10:00:00,85.53,40.0,223.0,5185.0,85.71,-0.1200000000000045,-0.1401050788091121,-0.1799999999999926,-0.2100105005250176
1804,2022-11-02,10:10:00,85.84,57.0,116.0,5185.0,85.71,0.3100000000000023,0.3624459254062928,0.1300000000000096,0.1516742503791969
1805,2022-11-02,10:20:00,85.92,87.0,71.0,5185.0,85.71,0.0799999999999983,0.0931966449207808,0.2100000000000079,0.2450122506125399
1806,2022-11-02,10:30:00,85.95,202.0,177.0,5185.0,85.71,0.0300000000000011,0.0349162011173197,0.2400000000000091,0.2800140007000456
1807,2022-11-02,10:40:00,86.42,155.0,72.0,5185.0,85.71,0.4699999999999988,0.5468295520651528,0.710000000000008,0.8283747520709462
1808,2022-11-02,10:50:00,86.43,95.0,52.0,5185.0,85.71,0.0100000000000051,0.0115713955103044,0.7200000000000131,0.8400420021001203
1809,2022-11-02,11:00:00,86.55,107.0,108.0,5185.0,85.71,0.1199999999999903,0.1388406803193223,0.8400000000000034,0.9800490024501266
1810,2022-11-02,11:10:00,87.11,181.0,155.0,5185.0,85.71,0.5600000000000023,0.6470248411322962,1.4000000000000057,1.6334150040835442
1811,2022-11-02,11:20:00,87.1,262.0,35.0,5185.0,85.71,-0.0100000000000051,-0.0114797382619735,1.3900000000000006,1.62174775405437
1812,2022-11-02,11:30:00,87.39,166.0,57.0,5185.0,85.71,0.2900000000000062,0.3329506314581013,1.6800000000000068,1.9600980049002528
1813,2022-11-02,11:40:00,87.47,165.0,58.0,5185.0,85.71,0.0799999999999983,0.0915436548804191,1.7600000000000051,2.0534360051335963
1814,2022-11-02,11:50:00,87.53,173.0,38.0,5185.0,85.71,0.0600000000000022,0.0685949468389188,1.820000000000008,2.123439505308608
1815,2022-11-02,12:00:00,87.34,171.0,123.0,5185.0,85.71,-0.1899999999999977,-0.2170684336798786,1.6300000000000097,1.901761754754416
1816,2022-11-02,12:10:00,87.35,260.0,325.0,5185.0,85.71,0.0099999999999909,0.0114495076711597,1.6400000000000006,1.9134290047835727
1817,2022-11-02,12:20:00,87.5,294.0,174.0,5185.0,85.71,0.1500000000000056,0.171722953634809,1.7900000000000065,2.088437755221102
1818,2022-11-02,12:30:00,87.37,212.0,50.0,5185.0,85.71,-0.1299999999999954,-0.1485714285714233,1.6600000000000108,1.9367635048419207
1819,2022-11-02,12:40:00,87.4,97.0,135.0,5185.0,85.71,0.0300000000000011,0.0343367288542991,1.690000000000012,1.9717652549294271
1820,2022-11-02,12:50:00,87.5,116.0,61.0,5185.0,85.71,0.0999999999999943,0.1144164759725335,1.7900000000000065,2.088437755221102
1821,2022-11-02,13:00:00,87.29,102.0,48.0,5185.0,85.71,-0.2099999999999937,-0.2399999999999928,1.5800000000000125,1.8434255046085783
1822,2022-11-02,13:10:00,87.32,72.0,67.0,5185.0,85.71,0.0299999999999869,0.0343681979608052,1.6099999999999994,1.878427254696068
1823,2022-11-02,13:20:00,87.34,112.0,111.0,5185.0,85.71,0.0200000000000102,0.0229042601924075,1.6300000000000097,1.901761754754416
1824,2022-11-02,13:30:00,87.34,33.0,155.0,5185.0,85.71,0.0,0.0,1.6300000000000097,1.901761754754416
1825,2022-11-02,13:40:00,87.26,77.0,145.0,5185.0,85.71,-0.0799999999999983,-0.0915960613693591,1.5500000000000114,1.8084237545210728
1826,2022-11-02,13:50:00,87.2,75.0,146.0,5185.0,85.71,-0.0600000000000022,-0.0687600275040136,1.490000000000009,1.7384202543460614
1827,2022-11-02,14:00:00,87.63,236.0,206.0,5185.0,85.71,0.4299999999999926,0.4931192660550374,1.9200000000000017,2.240112005600282
1828,2022-11-02,14:10:00,87.5,136.0,239.0,5185.0,85.71,-0.1299999999999954,-0.1483510213397186,1.7900000000000065,2.088437755221102
1829,2022-11-02,14:20:00,87.59,372.0,732.0,5185.0,85.71,0.0900000000000034,0.1028571428571467,1.8800000000000097,2.1934430054836187
1830,2022-11-02,14:30:00,87.45,245.0,430.0,5185.0,85.71,-0.1400000000000005,-0.1598355976709676,1.740000000000009,2.0301015050752644
1831,2022-11-02,14:40:00,87.29,36.0,50.0,5185.0,85.71,-0.1599999999999966,-0.1829616923956507,1.5800000000000125,1.8434255046085783
1832,2022-11-02,14:50:00,87.13,114.0,45.0,5185.0,85.71,-0.1600000000000108,-0.1832970557910537,1.4200000000000017,1.6567495041418758
1833,2022-11-02,15:00:00,87.43,43.0,100.0,5185.0,85.71,0.3000000000000113,0.3443130953747405,1.720000000000013,2.006767005016933
1834,2022-11-02,15:10:00,87.03,71.0,101.0,5185.0,85.71,-0.4000000000000057,-0.4575088642342509,1.3200000000000074,1.5400770038502012
1835,2022-11-02,15:20:00,86.75,107.0,43.0,5185.0,85.71,-0.2800000000000011,-0.3217281397219362,1.0400000000000065,1.2133940030334922
1836,2022-11-02,15:30:00,86.72,33.0,20.0,5185.0,85.71,-0.0300000000000011,-0.0345821325648428,1.0100000000000051,1.1783922529459867
1837,2022-11-02,15:40:00,86.84,42.0,16.0,5185.0,85.71,0.1200000000000045,0.1383763837638428,1.1300000000000097,1.3183992532960094
1838,2022-11-02,15:50:00,86.81,24.0,54.0,5185.0,85.71,-0.0300000000000011,-0.0345462920313232,1.1000000000000083,1.283397503208504
1839,2022-11-02,16:00:00,86.72,40.0,44.0,5185.0,85.71,-0.0900000000000034,-0.1036746918557809,1.0100000000000051,1.1783922529459867
1840,2022-11-03,09:30:00,85.76,358.0,219.0,5126.0,86.72,-0.9599999999999936,-1.107011070110694,-0.9599999999999936,-1.107011070110694
1841,2022-11-03,09:40:00,86.07,225.0,57.0,5126.0,86.72,0.309999999999988,0.361473880597001,-0.6500000000000057,-0.7495387453874605
1842,2022-11-03,09:50:00,85.86,109.0,40.0,5126.0,86.72,-0.2099999999999937,-0.2439874520738861,-0.8599999999999994,-0.9916974169741692
1843,2022-11-03,10:00:00,85.56,156.0,40.0,5126.0,86.72,-0.2999999999999971,-0.349406009783365,-1.1599999999999966,-1.33763837638376
1844,2022-11-03,10:10:00,85.71,224.0,57.0,5126.0,86.72,0.1499999999999914,0.1753155680224304,-1.0100000000000051,-1.1646678966789727
1845,2022-11-03,10:20:00,85.86,210.0,87.0,5126.0,86.72,0.1500000000000056,0.1750087504375285,-0.8599999999999994,-0.9916974169741692
1846,2022-11-03,10:30:00,85.9,130.0,202.0,5126.0,86.72,0.0400000000000062,0.046587467971123,-0.8199999999999932,-0.9455719557195494
1847,2022-11-03,10:40:00,86.41,101.0,155.0,5126.0,86.72,0.5099999999999909,0.59371362048893,-0.3100000000000023,-0.3574723247232498
1848,2022-11-03,10:50:00,86.36,93.0,95.0,5126.0,86.72,-0.0499999999999971,-0.0578636731859705,-0.3599999999999994,-0.4151291512915122
1849,2022-11-03,11:00:00,86.46,43.0,107.0,5126.0,86.72,0.0999999999999943,0.1157943492357507,-0.2600000000000051,-0.2998154981549875
1850,2022-11-03,11:10:00,86.36,37.0,181.0,5126.0,86.72,-0.0999999999999943,-0.1156604210039258,-0.3599999999999994,-0.4151291512915122
1851,2022-11-03,11:20:00,86.35,52.0,262.0,5126.0,86.72,-0.0100000000000051,-0.0115794349235816,-0.3700000000000045,-0.4266605166051713
1852,2022-11-03,11:30:00,86.52,86.0,166.0,5126.0,86.72,0.1700000000000017,0.1968731905037657,-0.2000000000000028,-0.230627306273066
1853,2022-11-03,11:40:00,86.43,49.0,165.0,5126.0,86.72,-0.0899999999999892,-0.1040221914008197,-0.289999999999992,-0.3344095940959318
1854,2022-11-03,11:50:00,86.59,84.0,173.0,5126.0,86.72,0.1599999999999966,0.1851209070924408,-0.1299999999999954,-0.1499077490774855
1855,2022-11-03,12:00:00,86.71,83.0,171.0,5126.0,86.72,0.1199999999999903,0.1385841321168614,-0.0100000000000051,-0.011531365313659
1856,2022-11-03,12:10:00,86.48,52.0,260.0,5126.0,86.72,-0.2299999999999897,-0.2652519893899087,-0.2399999999999948,-0.2767527675276693
1857,2022-11-03,12:20:00,86.53,77.0,294.0,5126.0,86.72,0.0499999999999971,0.0578168362627164,-0.1899999999999977,-0.219095940959407
1858,2022-11-03,12:30:00,86.6,54.0,212.0,5126.0,86.72,0.0699999999999931,0.0808967987980968,-0.1200000000000045,-0.1383763837638428
1859,2022-11-03,12:40:00,86.6,26.0,97.0,5126.0,86.72,0.0,0.0,-0.1200000000000045,-0.1383763837638428
1860,2022-11-03,12:50:00,86.45,30.0,116.0,5126.0,86.72,-0.1499999999999914,-0.1732101616628077,-0.269999999999996,-0.3113468634686301
1861,2022-11-03,13:00:00,86.52,33.0,102.0,5126.0,86.72,0.0699999999999931,0.0809716599190204,-0.2000000000000028,-0.230627306273066
1862,2022-11-03,13:10:00,86.59,64.0,72.0,5126.0,86.72,0.0700000000000073,0.0809061488673224,-0.1299999999999954,-0.1499077490774855
1863,2022-11-03,13:20:00,86.38,39.0,112.0,5126.0,86.72,-0.2100000000000079,-0.2425222312045362,-0.3400000000000034,-0.3920664206642106
1864,2022-11-03,13:30:00,86.27,28.0,33.0,5126.0,86.72,-0.1099999999999994,-0.1273442926603374,-0.4500000000000028,-0.5189114391143944
1865,2022-11-03,13:40:00,86.44,42.0,77.0,5126.0,86.72,0.1700000000000017,0.1970557551872049,-0.2800000000000011,-0.3228782287822891
1866,2022-11-03,13:50:00,86.31,59.0,75.0,5126.0,86.72,-0.1299999999999954,-0.1503933364183196,-0.4099999999999966,-0.4727859778597747
1867,2022-11-03,14:00:00,86.16,114.0,236.0,5126.0,86.72,-0.1500000000000056,-0.1737921445950709,-0.5600000000000023,-0.6457564575645782
1868,2022-11-03,14:10:00,86.12,187.0,136.0,5126.0,86.72,-0.039999999999992,-0.0464252553388951,-0.5999999999999943,-0.6918819188191817
1869,2022-11-03,14:20:00,85.98,414.0,372.0,5126.0,86.72,-0.1400000000000005,-0.1625638643752909,-0.7399999999999949,-0.8533210332103263
1870,2022-11-03,14:30:00,85.87,207.0,245.0,5126.0,86.72,-0.1099999999999994,-0.1279367294719695,-0.8499999999999943,-0.98016605166051
1871,2022-11-03,14:40:00,86.02,38.0,36.0,5126.0,86.72,0.1499999999999914,0.1746826598346238,-0.7000000000000028,-0.8071955719557229
1872,2022-11-03,14:50:00,86.07,36.0,114.0,5126.0,86.72,0.0499999999999971,0.0581260172052977,-0.6500000000000057,-0.7495387453874605
1873,2022-11-03,15:00:00,86.0,31.0,43.0,5126.0,86.72,-0.0699999999999931,-0.0813291506912898,-0.7199999999999989,-0.8302583025830245
1874,2022-11-03,15:10:00,85.96,20.0,71.0,5126.0,86.72,-0.0400000000000062,-0.046511627906984,-0.7600000000000051,-0.8763837638376444
1875,2022-11-03,15:20:00,85.93,18.0,107.0,5126.0,86.72,-0.0299999999999869,-0.0348999534667135,-0.789999999999992,-0.9109778597785886
1876,2022-11-03,15:30:00,85.96,2.0,33.0,5126.0,86.72,0.0299999999999869,0.0349121377865552,-0.7600000000000051,-0.8763837638376444
1877,2022-11-03,15:40:00,86.0,26.0,42.0,5126.0,86.72,0.0400000000000062,0.0465332712889788,-0.7199999999999989,-0.8302583025830245
1878,2022-11-03,15:50:00,85.91,18.0,24.0,5126.0,86.72,-0.0900000000000034,-0.1046511627907016,-0.8100000000000023,-0.9340405904059068
1879,2022-11-03,16:00:00,85.87,18.0,40.0,5126.0,86.72,-0.039999999999992,-0.04656035385868,-0.8499999999999943,-0.98016605166051
1880,2022-11-04,09:30:00,89.95,309.0,358.0,3673.0,85.87,4.079999999999998,4.751368347502035,4.079999999999998,4.751368347502035
1881,2022-11-04,09:40:00,89.35,398.0,225.0,3673.0,85.87,-0.6000000000000085,-0.6670372429127387,3.4799999999999898,4.052637708163491
1882,2022-11-04,09:50:00,89.65,165.0,109.0,3673.0,85.87,0.3000000000000113,0.3357582540570916,3.780000000000001,4.402003027832771
1883,2022-11-04,10:00:00,89.94,144.0,156.0,3673.0,85.87,0.289999999999992,0.3234802007808053,4.069999999999993,4.739722836846387
1884,2022-11-04,10:10:00,89.95,237.0,224.0,3673.0,85.87,0.0100000000000051,0.0111185234600901,4.079999999999998,4.751368347502035
1885,2022-11-04,10:20:00,90.01,117.0,210.0,3673.0,85.87,0.0600000000000022,0.0667037242912754,4.140000000000001,4.821241411435892
1886,2022-11-04,10:30:00,89.78,190.0,130.0,3673.0,85.87,-0.2300000000000039,-0.2555271636484879,3.9099999999999966,4.553394666356116
1887,2022-11-04,10:40:00,89.56,121.0,101.0,3673.0,85.87,-0.2199999999999988,-0.2450434395188225,3.6899999999999977,4.297193431931987
1888,2022-11-04,10:50:00,89.5,102.0,93.0,3673.0,85.87,-0.0600000000000022,-0.0669941938365367,3.629999999999996,4.227320367998131
1889,2022-11-04,11:00:00,89.48,201.0,43.0,3673.0,85.87,-0.019999999999996,-0.0223463687150793,3.61,4.204029346686852
1890,2022-11-04,11:10:00,89.34,206.0,37.0,3673.0,85.87,-0.1400000000000005,-0.1564595440321866,3.469999999999999,4.040992197507859
1891,2022-11-04,11:20:00,89.23,120.0,52.0,3673.0,85.87,-0.1099999999999994,-0.123125139914931,3.3599999999999994,3.912891580295795
1892,2022-11-04,11:30:00,89.12,184.0,86.0,3673.0,85.87,-0.1099999999999994,-0.1232769248010752,3.25,3.784790963083731
1893,2022-11-04,11:40:00,89.11,180.0,49.0,3673.0,85.87,-0.0100000000000051,-0.0112208258527885,3.239999999999995,3.7731454524280825
1894,2022-11-04,11:50:00,89.23,146.0,84.0,3673.0,85.87,0.1200000000000045,0.1346650207608624,3.3599999999999994,3.912891580295795
1895,2022-11-04,12:00:00,88.9,273.0,83.0,3673.0,85.87,-0.3299999999999983,-0.3698307744032257,3.030000000000001,3.528589728659602
1896,2022-11-04,12:10:00,88.98,168.0,52.0,3673.0,85.87,0.0799999999999983,0.0899887514060723,3.1099999999999994,3.6217538139047374
1897,2022-11-04,12:20:00,89.2,137.0,77.0,3673.0,85.87,0.2199999999999988,0.2472465722634287,3.3299999999999983,3.8779550483288654
1898,2022-11-04,12:30:00,89.41,136.0,54.0,3673.0,85.87,0.2099999999999937,0.2354260089686028,3.539999999999992,4.122510772097347
1899,2022-11-04,12:40:00,89.64,110.0,26.0,3673.0,85.87,0.2300000000000039,0.2572419192484106,3.769999999999996,4.390357517177124
1900,2022-11-04,12:50:00,89.82,245.0,30.0,3673.0,85.87,0.1799999999999926,0.2008032128513973,3.9499999999999886,4.599976708978675
1901,2022-11-04,13:00:00,89.72,92.0,33.0,3673.0,85.87,-0.0999999999999943,-0.1113337786684416,3.8499999999999934,4.483521602422259
1902,2022-11-04,13:10:00,89.76,126.0,64.0,3673.0,85.87,0.0400000000000062,0.0445831475702254,3.890000000000001,4.530103645044836
1903,2022-11-04,13:20:00,89.8,69.0,39.0,3673.0,85.87,0.039999999999992,0.0445632798573886,3.9299999999999926,4.576685687667395
1904,2022-11-04,13:30:00,89.82,168.0,28.0,3673.0,85.87,0.019999999999996,0.0222717149220445,3.9499999999999886,4.599976708978675
1905,2022-11-04,13:40:00,89.69,82.0,42.0,3673.0,85.87,-0.1299999999999954,-0.1447339122689773,3.819999999999993,4.448585070455331
1906,2022-11-04,13:50:00,89.65,88.0,59.0,3673.0,85.87,-0.039999999999992,-0.0445980599843818,3.780000000000001,4.402003027832771
1907,2022-11-04,14:00:00,89.48,204.0,114.0,3673.0,85.87,-0.1700000000000017,-0.1896263245956516,3.61,4.204029346686852
1908,2022-11-04,14:10:00,89.69,196.0,187.0,3673.0,85.87,0.2099999999999937,0.2346893160482719,3.819999999999993,4.448585070455331
1909,2022-11-04,14:20:00,90.09,641.0,414.0,3673.0,85.87,0.4000000000000057,0.4459805998439131,4.219999999999999,4.914405496681027
1910,2022-11-04,14:30:00,90.11,429.0,207.0,3673.0,85.87,0.019999999999996,0.0222000222000177,4.239999999999995,4.937696517992308
1911,2022-11-04,14:40:00,90.1,222.0,38.0,3673.0,85.87,-0.0100000000000051,-0.0110975474420209,4.22999999999999,4.92605100733666
1912,2022-11-04,14:50:00,90.26,38.0,36.0,3673.0,85.87,0.1600000000000108,0.1775804661487356,4.390000000000001,5.112379177826948
1913,2022-11-04,15:00:00,90.17,72.0,31.0,3673.0,85.87,-0.0900000000000034,-0.0997119432749871,4.299999999999997,5.007569581926164
1914,2022-11-04,15:10:00,90.14,184.0,20.0,3673.0,85.87,-0.0300000000000011,-0.0332704890761906,4.269999999999996,4.972633049959236
1915,2022-11-04,15:20:00,90.11,80.0,18.0,3673.0,85.87,-0.0300000000000011,-0.0332815620146451,4.239999999999995,4.937696517992308
1916,2022-11-04,15:30:00,90.06,64.0,2.0,3673.0,85.87,-0.0499999999999971,-0.0554877372100734,4.189999999999998,4.8794689647141
1917,2022-11-04,15:40:00,90.12,36.0,26.0,3673.0,85.87,0.0600000000000022,0.0666222518321144,4.25,4.949342028647956
1918,2022-11-04,15:50:00,90.13,30.0,18.0,3673.0,85.87,0.0099999999999909,0.0110963160230702,4.259999999999991,4.960987539303588
1919,2022-11-04,16:00:00,90.08,22.0,18.0,3673.0,85.87,-0.0499999999999971,-0.0554754243869934,4.209999999999994,4.90275998602538
1920,2022-11-07,09:30:00,90.0,208.0,309.0,6732.0,90.08,-0.0799999999999983,-0.08880994671403,-0.0799999999999983,-0.08880994671403
1921,2022-11-07,09:40:00,89.96,143.0,398.0,6732.0,90.08,-0.0400000000000062,-0.0444444444444513,-0.1200000000000045,-0.133214920071053
1922,2022-11-07,09:50:00,89.85,313.0,165.0,6732.0,90.08,-0.1099999999999994,-0.1222765673632719,-0.2300000000000039,-0.2553285968028463
1923,2022-11-07,10:00:00,90.12,159.0,144.0,6732.0,90.08,0.2700000000000102,0.3005008347245523,0.0400000000000062,0.0444049733570229
1924,2022-11-07,10:10:00,89.84,225.0,237.0,6732.0,90.08,-0.2800000000000011,-0.3106968486462507,-0.2399999999999948,-0.2664298401420902
1925,2022-11-07,10:20:00,90.05,148.0,117.0,6732.0,90.08,0.2099999999999937,0.2337488869100553,-0.0300000000000011,-0.0333037300177632
1926,2022-11-07,10:30:00,90.09,478.0,190.0,6732.0,90.08,0.0400000000000062,0.0444197667962312,0.0100000000000051,0.0111012433392596
1927,2022-11-07,10:40:00,90.45,189.0,121.0,6732.0,90.08,0.3599999999999994,0.399600399600399,0.3700000000000045,0.4107460035524029
1928,2022-11-07,10:50:00,90.6,212.0,102.0,6732.0,90.08,0.1499999999999914,0.1658374792703056,0.519999999999996,0.5772646536412034
1929,2022-11-07,11:00:00,90.91,248.0,201.0,6732.0,90.08,0.3100000000000023,0.342163355408391,0.8299999999999983,0.9214031971580796
1930,2022-11-07,11:10:00,91.1,261.0,206.0,6732.0,90.08,0.1899999999999977,0.2089979100208973,1.019999999999996,1.1323268206039032
1931,2022-11-07,11:20:00,90.99,433.0,120.0,6732.0,90.08,-0.1099999999999994,-0.1207464324917666,0.9099999999999966,1.01021314387211
1932,2022-11-07,11:30:00,90.73,317.0,184.0,6732.0,90.08,-0.2599999999999909,-0.2857456863391481,0.6500000000000057,0.7215808170515161
1933,2022-11-07,11:40:00,90.72,179.0,180.0,6732.0,90.08,-0.0100000000000051,-0.0110217127741707,0.6400000000000006,0.7104795737122565
1934,2022-11-07,11:50:00,90.64,102.0,146.0,6732.0,90.08,-0.0799999999999983,-0.0881834215167529,0.5600000000000023,0.6216696269982263
1935,2022-11-07,12:00:00,90.66,101.0,273.0,6732.0,90.08,0.019999999999996,0.0220653133274448,0.5799999999999983,0.6438721136767299
1936,2022-11-07,12:10:00,90.66,217.0,168.0,6732.0,90.08,0.0,0.0,0.5799999999999983,0.6438721136767299
1937,2022-11-07,12:20:00,90.46,94.0,137.0,6732.0,90.08,-0.2000000000000028,-0.2206044562100185,0.3799999999999954,0.4218472468916468
1938,2022-11-07,12:30:00,90.29,92.0,136.0,6732.0,90.08,-0.1699999999999875,-0.1879283661286618,0.2100000000000079,0.2331261101243427
