nterm,date,time,price,volume,prev_day_volume,total_daily_volume_prev_day,yesterday_close,flat_delta_px_prev_bar,percent_delta_px_prev_bar,flat_delta_px_close,percent_delta_px_close
537,2022-09-19,12:20:00,82.41,12.0,72.0,839.0,82.36,-0.1300000000000096,-0.1574993942331108,0.0499999999999971,0.0607090820786755
538,2022-09-19,12:30:00,82.34,22.0,53.0,839.0,82.36,-0.0699999999999931,-0.0849411479189336,-0.019999999999996,-0.0242836328314667
539,2022-09-19,12:40:00,82.46,8.0,15.0,839.0,82.36,0.1199999999999903,0.1457371872722739,0.0999999999999943,0.121418164157351
540,2022-09-19,12:50:00,82.45,12.0,26.0,839.0,82.36,-0.0099999999999909,-0.0121270919233457,0.0900000000000034,0.1092763477416262
541,2022-09-19,13:00:00,82.64,6.0,58.0,839.0,82.36,0.1899999999999977,0.2304426925409311,0.2800000000000011,0.3399708596406036
542,2022-09-19,13:10:00,82.64,0.0,11.0,839.0,82.36,0.0,0.0,0.2800000000000011,0.3399708596406036
543,2022-09-19,13:20:00,82.37,15.0,17.0,839.0,82.36,-0.269999999999996,-0.3267182962245837,0.0100000000000051,0.012141816415742
544,2022-09-19,13:30:00,82.44,8.0,14.0,839.0,82.36,0.0699999999999931,0.0849823965035731,0.0799999999999983,0.0971345313258842
545,2022-09-19,13:40:00,82.56,1.0,9.0,839.0,82.36,0.1200000000000045,0.1455604075691467,0.2000000000000028,0.2428363283147193
546,2022-09-19,13:50:00,82.56,0.0,13.0,839.0,82.36,0.0,0.0,0.2000000000000028,0.2428363283147193
547,2022-09-19,14:00:00,82.6,2.0,5.0,839.0,82.36,0.039999999999992,0.0484496124030911,0.2399999999999948,0.2914035939776528
548,2022-09-19,14:10:00,82.6,6.0,4.0,839.0,82.36,0.0,0.0,0.2399999999999948,0.2914035939776528
549,2022-09-19,14:20:00,82.64,36.0,38.0,839.0,82.36,0.0400000000000062,0.0484261501210729,0.2800000000000011,0.3399708596406036
550,2022-09-19,14:30:00,82.6,3.0,10.0,839.0,82.36,-0.0400000000000062,-0.0484027105517984,0.2399999999999948,0.2914035939776528
551,2022-09-19,14:40:00,82.62,16.0,21.0,839.0,82.36,0.0200000000000102,0.024213075060545,0.2600000000000051,0.3156872268091368
552,2022-09-19,14:50:00,82.73,5.0,3.0,839.0,82.36,0.1099999999999994,0.133139675623335,0.3700000000000045,0.4492472073822299
553,2022-09-19,15:00:00,82.39,3.0,2.0,839.0,82.36,-0.3400000000000034,-0.4109754623473992,0.0300000000000011,0.0364254492472087
554,2022-09-19,15:10:00,82.69,1.0,2.0,839.0,82.36,0.2999999999999971,0.3641218594489588,0.3299999999999983,0.4006799417192792
555,2022-09-19,15:20:00,82.42,2.0,1.0,839.0,82.36,-0.269999999999996,-0.3265207401136728,0.0600000000000022,0.0728508984944175
556,2022-09-19,15:30:00,82.41,1.0,1.0,839.0,82.36,-0.0100000000000051,-0.0121329774326681,0.0499999999999971,0.0607090820786755
557,2022-09-19,15:40:00,82.41,0.0,3.0,839.0,82.36,0.0,0.0,0.0499999999999971,0.0607090820786755
558,2022-09-19,15:50:00,82.54,15.0,3.0,839.0,82.36,0.1300000000000096,0.1577478461351895,0.1800000000000068,0.2185526954832525
559,2022-09-19,16:00:00,82.61,1.0,0.0,839.0,82.36,0.0699999999999931,0.0848073661255066,0.25,0.3035454103933949
560,2022-09-20,09:30:00,81.62,31.0,199.0,605.0,82.61,-0.9899999999999948,-1.1984021304926702,-0.9899999999999948,-1.1984021304926702
561,2022-09-20,09:40:00,81.79,30.0,50.0,605.0,82.61,0.1700000000000017,0.2082822837539839,-0.8199999999999932,-0.9926159060646328
562,2022-09-20,09:50:00,81.06,28.0,23.0,605.0,82.61,-0.730000000000004,-0.892529649101362,-1.5499999999999972,-1.876286163902672
563,2022-09-20,10:00:00,80.76,61.0,15.0,605.0,82.61,-0.2999999999999971,-0.3700962250185012,-1.8499999999999943,-2.239438324658025
564,2022-09-20,10:10:00,81.16,29.0,15.0,605.0,82.61,0.3999999999999915,0.4952947003466957,-1.4500000000000028,-1.7552354436508932
565,2022-09-20,10:20:00,81.14,26.0,3.0,605.0,82.61,-0.019999999999996,-0.0246426811237013,-1.4699999999999989,-1.7794455877012454
566,2022-09-20,10:30:00,80.77,23.0,7.0,605.0,82.61,-0.3700000000000045,-0.4560019719004246,-1.840000000000004,-2.227333252632857
567,2022-09-20,10:40:00,81.55,31.0,25.0,605.0,82.61,0.7800000000000011,0.965705088522968,-1.0600000000000025,-1.283137634668929
568,2022-09-20,10:50:00,81.36,36.0,21.0,605.0,82.61,-0.1899999999999977,-0.2329858982219469,-1.25,-1.5131340031473186
569,2022-09-20,11:00:00,81.39,31.0,19.0,605.0,82.61,0.0300000000000011,0.0368731563421842,-1.2199999999999989,-1.4768187870717815
570,2022-09-20,11:10:00,81.5,30.0,6.0,605.0,82.61,0.1099999999999994,0.1351517385428178,-1.1099999999999994,-1.3436629947948184
571,2022-09-20,11:20:00,81.05,47.0,3.0,605.0,82.61,-0.4500000000000028,-0.5521472392638072,-1.5600000000000025,-1.8883912359278563
572,2022-09-20,11:30:00,81.09,6.0,19.0,605.0,82.61,0.0400000000000062,0.0493522516964913,-1.519999999999996,-1.8399709478271349
573,2022-09-20,11:40:00,81.37,18.0,8.0,605.0,82.61,0.2800000000000011,0.3452953508447418,-1.2399999999999949,-1.501028931122134
574,2022-09-20,11:50:00,80.92,26.0,10.0,605.0,82.61,-0.4500000000000028,-0.5530293720044277,-1.6899999999999975,-2.045757172255172
575,2022-09-20,12:00:00,80.96,13.0,2.0,605.0,82.61,0.039999999999992,0.0494315373208008,-1.6500000000000057,-1.997336884154468
576,2022-09-20,12:10:00,80.9,10.0,5.0,605.0,82.61,-0.059999999999988,-0.0741106719367441,-1.7099999999999935,-2.069967316305525
577,2022-09-20,12:20:00,80.83,7.0,12.0,605.0,82.61,-0.0700000000000073,-0.0865265760197866,-1.7800000000000011,-2.154702820481784
578,2022-09-20,12:30:00,81.04,24.0,22.0,605.0,82.61,0.2100000000000079,0.2598045280217839,-1.5699999999999932,-1.900496307953024
579,2022-09-20,12:40:00,81.21,74.0,8.0,605.0,82.61,0.1699999999999875,0.2097729516288098,-1.4000000000000057,-1.694710083525004
580,2022-09-20,12:50:00,81.59,17.0,12.0,605.0,82.61,0.3800000000000096,0.4679226696219797,-1.019999999999996,-1.2347173465682073
581,2022-09-20,13:00:00,81.19,10.0,6.0,605.0,82.61,-0.4000000000000057,-0.4902561588430024,-1.4200000000000017,-1.7189202275753563
582,2022-09-20,13:10:00,81.17,9.0,0.0,605.0,82.61,-0.019999999999996,-0.0246335755634881,-1.4399999999999975,-1.7431303716257085
583,2022-09-20,13:20:00,81.36,16.0,15.0,605.0,82.61,0.1899999999999977,0.2340766292965353,-1.25,-1.5131340031473186
584,2022-09-20,13:30:00,81.52,3.0,8.0,605.0,82.61,0.1599999999999966,0.1966568338249712,-1.0900000000000034,-1.319452850744466
585,2022-09-20,13:40:00,81.53,20.0,1.0,605.0,82.61,0.0100000000000051,0.0122669283611446,-1.0799999999999983,-1.307347778719281
586,2022-09-20,13:50:00,81.77,16.0,0.0,605.0,82.61,0.2399999999999948,0.2943701704893841,-0.8400000000000034,-1.0168260501150024
587,2022-09-20,14:00:00,81.56,12.0,2.0,605.0,82.61,-0.2099999999999937,-0.2568179038767197,-1.0499999999999972,-1.2710325626437444
588,2022-09-20,14:10:00,81.31,97.0,6.0,605.0,82.61,-0.25,-0.306522805296714,-1.2999999999999972,-1.573659363273208
589,2022-09-20,14:20:00,81.36,59.0,36.0,605.0,82.61,0.0499999999999971,0.0614930512852012,-1.25,-1.5131340031473186
590,2022-09-20,14:30:00,81.28,8.0,3.0,605.0,82.61,-0.0799999999999983,-0.0983284169124856,-1.3299999999999983,-1.6099745793487452
591,2022-09-20,14:40:00,81.26,3.0,16.0,605.0,82.61,-0.019999999999996,-0.0246062992125935,-1.3499999999999943,-1.6341847233990971
592,2022-09-20,14:50:00,81.36,7.0,5.0,605.0,82.61,0.0999999999999943,0.123061777012053,-1.25,-1.5131340031473186
593,2022-09-20,15:00:00,81.45,3.0,3.0,605.0,82.61,0.0900000000000034,0.1106194690265528,-1.1599999999999966,-1.4041883549207077
594,2022-09-20,15:10:00,81.48,4.0,1.0,605.0,82.61,0.0300000000000011,0.0368324125230216,-1.1299999999999957,-1.3678731388451706
595,2022-09-20,15:20:00,81.48,0.0,2.0,605.0,82.61,0.0,0.0,-1.1299999999999957,-1.3678731388451706
596,2022-09-20,15:30:00,81.56,2.0,1.0,605.0,82.61,0.0799999999999983,0.0981836033382404,-1.0499999999999972,-1.2710325626437444
597,2022-09-20,15:40:00,81.64,2.0,0.0,605.0,82.61,0.0799999999999983,0.0980872976949464,-0.9699999999999988,-1.1741919864423178
598,2022-09-20,15:50:00,81.55,1.0,15.0,605.0,82.61,-0.0900000000000034,-0.1102400783929488,-1.0600000000000025,-1.283137634668929
599,2022-09-20,16:00:00,81.77,5.0,1.0,605.0,82.61,0.2199999999999988,0.2697731453096246,-0.8400000000000034,-1.0168260501150024
600,2022-09-21,09:30:00,82.77,28.0,31.0,875.0,81.77,1.0,1.2229423994129878,1.0,1.2229423994129878
601,2022-09-21,09:40:00,82.31,19.0,30.0,875.0,81.77,-0.4599999999999937,-0.5557569167572717,0.5400000000000063,0.6603888956830211
602,2022-09-21,09:50:00,81.7,47.0,28.0,875.0,81.77,-0.6099999999999994,-0.7411007168023319,-0.0699999999999931,-0.0856059679589008
603,2022-09-21,10:00:00,81.5,29.0,61.0,875.0,81.77,-0.2000000000000028,-0.2447980416156705,-0.269999999999996,-0.3301944478415018
604,2022-09-21,10:10:00,81.69,28.0,29.0,875.0,81.77,0.1899999999999977,0.2331288343558254,-0.0799999999999983,-0.0978353919530369
605,2022-09-21,10:20:00,81.94,30.0,26.0,875.0,81.77,0.25,0.3060350104051904,0.1700000000000017,0.20790020790021
606,2022-09-21,10:30:00,81.42,21.0,23.0,875.0,81.77,-0.519999999999996,-0.634610690749324,-0.3499999999999943,-0.4280298397945388
607,2022-09-21,10:40:00,81.33,145.0,31.0,875.0,81.77,-0.0900000000000034,-0.1105379513633055,-0.4399999999999977,-0.5380946557417118
608,2022-09-21,10:50:00,81.26,60.0,36.0,875.0,81.77,-0.0699999999999931,-0.0860691011926634,-0.5099999999999909,-0.6237006237006126
609,2022-09-21,11:00:00,80.62,36.0,31.0,875.0,81.77,-0.6400000000000006,-0.787595372877185,-1.1499999999999917,-1.4063837593249255
610,2022-09-21,11:10:00,80.84,30.0,30.0,875.0,81.77,0.2199999999999988,0.2728851401637296,-0.9299999999999926,-1.1373364314540697
611,2022-09-21,11:20:00,80.64,11.0,47.0,875.0,81.77,-0.2000000000000028,-0.2474022761009436,-1.1299999999999957,-1.3819249113366705
612,2022-09-21,11:30:00,80.97,20.0,6.0,875.0,81.77,0.3299999999999983,0.4092261904761883,-0.7999999999999972,-0.9783539195303868
613,2022-09-21,11:40:00,81.09,17.0,18.0,875.0,81.77,0.1200000000000045,0.1482030381622879,-0.6799999999999926,-0.8316008316008227
614,2022-09-21,11:50:00,81.11,9.0,26.0,875.0,81.77,0.019999999999996,0.0246639536317622,-0.6599999999999966,-0.8071419836125677
615,2022-09-21,12:00:00,80.83,5.0,13.0,875.0,81.77,-0.2800000000000011,-0.34521020835902,-0.9399999999999976,-1.1495658554482056
616,2022-09-21,12:10:00,80.82,10.0,10.0,875.0,81.77,-0.0100000000000051,-0.0123716441915193,-0.9500000000000028,-1.1617952794423418
617,2022-09-21,12:20:00,80.9,1.0,7.0,875.0,81.77,0.0800000000000125,0.0989853996535665,-0.8699999999999903,-1.0639598874892875
618,2022-09-21,12:30:00,81.06,5.0,24.0,875.0,81.77,0.1599999999999966,0.1977750309023443,-0.7099999999999937,-0.8682891035832135
619,2022-09-21,12:40:00,81.13,4.0,74.0,875.0,81.77,0.0699999999999931,0.0863557858376427,-0.6400000000000006,-0.7826831356243128
620,2022-09-21,12:50:00,81.34,7.0,17.0,875.0,81.77,0.2100000000000079,0.258843830888707,-0.4299999999999926,-0.5258652317475756
621,2022-09-21,13:00:00,81.37,6.0,10.0,875.0,81.77,0.0300000000000011,0.0368822227686269,-0.3999999999999915,-0.4891769597651846
622,2022-09-21,13:10:00,81.33,25.0,9.0,875.0,81.77,-0.0400000000000062,-0.0491581664004009,-0.4399999999999977,-0.5380946557417118
623,2022-09-21,13:20:00,81.28,6.0,16.0,875.0,81.77,-0.0499999999999971,-0.0614779294233335,-0.4899999999999949,-0.5992417757123577
624,2022-09-21,13:30:00,81.63,33.0,3.0,875.0,81.77,0.3499999999999943,0.4306102362204654,-0.1400000000000005,-0.1712119359178189
625,2022-09-21,13:40:00,81.49,4.0,20.0,875.0,81.77,-0.1400000000000005,-0.1715055739311534,-0.2800000000000011,-0.3424238718356379
626,2022-09-21,13:50:00,81.33,4.0,16.0,875.0,81.77,-0.1599999999999966,-0.1963431095839938,-0.4399999999999977,-0.5380946557417118
627,2022-09-21,14:00:00,80.98,34.0,12.0,875.0,81.77,-0.3499999999999943,-0.4303455059633521,-0.789999999999992,-0.9661244955362506
628,2022-09-21,14:10:00,80.51,27.0,97.0,875.0,81.77,-0.4699999999999988,-0.5803902198073584,-1.259999999999991,-1.5409074232603537
629,2022-09-21,14:20:00,80.6,136.0,59.0,875.0,81.77,0.0899999999999892,0.1117873556079855,-1.1700000000000017,-1.4308426073131977
630,2022-09-21,14:30:00,81.08,28.0,8.0,875.0,81.77,0.480000000000004,0.5955334987593102,-0.6899999999999977,-0.8438302555949586
631,2022-09-21,14:40:00,81.4,13.0,3.0,875.0,81.77,0.3200000000000074,0.3946719289590619,-0.3699999999999903,-0.4524886877827936
632,2022-09-21,14:50:00,81.9,12.0,7.0,875.0,81.77,0.5,0.6142506142506142,0.1300000000000096,0.1589825119237002
633,2022-09-21,15:00:00,81.6,18.0,3.0,875.0,81.77,-0.3000000000000113,-0.3663003663003801,-0.1700000000000017,-0.20790020790021
634,2022-09-21,15:10:00,81.61,9.0,4.0,875.0,81.77,0.0100000000000051,0.0122549019607905,-0.1599999999999966,-0.1956707839060738
635,2022-09-21,15:20:00,81.25,14.0,0.0,875.0,81.77,-0.3599999999999994,-0.441122411469182,-0.519999999999996,-0.6359300476947488
636,2022-09-21,15:30:00,81.07,8.0,2.0,875.0,81.77,-0.1800000000000068,-0.2215384615384699,-0.7000000000000028,-0.8560596795890949
637,2022-09-21,15:40:00,81.01,6.0,2.0,875.0,81.77,-0.059999999999988,-0.074010114715663,-0.7599999999999909,-0.9294362235538596
638,2022-09-21,15:50:00,80.88,2.0,1.0,875.0,81.77,-0.1300000000000096,-0.1604740155536472,-0.8900000000000006,-1.08841873547756
639,2022-09-21,16:00:00,81.07,5.0,5.0,875.0,81.77,0.1899999999999977,0.2349159248269012,-0.7000000000000028,-0.8560596795890949
640,2022-09-22,09:30:00,83.3,29.0,28.0,952.0,81.07,2.230000000000004,2.750709263599364,2.230000000000004,2.750709263599364
641,2022-09-22,09:40:00,82.86,46.0,19.0,952.0,81.07,-0.4399999999999977,-0.5282112845138028,1.7900000000000065,2.2079684223510627
642,2022-09-22,09:50:00,82.53,22.0,47.0,952.0,81.07,-0.3299999999999983,-0.398262128892105,1.460000000000008,1.8009127914148368
643,2022-09-22,10:00:00,81.42,68.0,29.0,952.0,81.07,-1.1099999999999994,-1.344965467102871,0.3500000000000085,0.4317256691747977
644,2022-09-22,10:10:00,81.62,30.0,28.0,952.0,81.07,0.2000000000000028,0.245639891918451,0.5500000000000114,0.678426051560394
645,2022-09-22,10:20:00,81.84,11.0,30.0,952.0,81.07,0.2199999999999988,0.2695417789757398,0.7700000000000102,0.9497964721845444
646,2022-09-22,10:30:00,81.52,51.0,21.0,952.0,81.07,-0.3200000000000074,-0.3910068426197549,0.4500000000000028,0.555075860367587
647,2022-09-22,10:40:00,81.59,24.0,145.0,952.0,81.07,0.0700000000000073,0.0858684985279776,0.5200000000000102,0.6414209942025537
648,2022-09-22,10:50:00,81.24,61.0,60.0,952.0,81.07,-0.3500000000000085,-0.4289741389876315,0.1700000000000017,0.2096953250277559
649,2022-09-22,11:00:00,81.27,18.0,36.0,952.0,81.07,0.0300000000000011,0.0369276218611535,0.2000000000000028,0.2467003823855962
650,2022-09-22,11:10:00,81.5,16.0,30.0,952.0,81.07,0.2300000000000039,0.2830072597514507,0.4300000000000068,0.5304058221290328
651,2022-09-22,11:20:00,81.51,37.0,11.0,952.0,81.07,0.0100000000000051,0.012269938650313,0.4400000000000119,0.5427408412483187
652,2022-09-22,11:30:00,81.77,10.0,20.0,952.0,81.07,0.2599999999999909,0.3189792663476762,0.7000000000000028,0.863451338349578
653,2022-09-22,11:40:00,81.37,10.0,17.0,952.0,81.07,-0.3999999999999915,-0.4891769597651846,0.3000000000000113,0.3700505735784031
654,2022-09-22,11:50:00,80.98,20.0,9.0,952.0,81.07,-0.3900000000000005,-0.479292122403835,-0.0899999999999892,-0.1110151720735034
655,2022-09-22,12:00:00,81.23,19.0,5.0,952.0,81.07,0.25,0.3087182020251914,0.1600000000000108,0.1973603059084875
656,2022-09-22,12:10:00,81.58,18.0,10.0,952.0,81.07,0.3499999999999943,0.4308752923796556,0.5100000000000051,0.6290859750832678
657,2022-09-22,12:20:00,81.52,20.0,1.0,952.0,81.07,-0.0600000000000022,-0.0735474380975757,0.4500000000000028,0.555075860367587
658,2022-09-22,12:30:00,81.37,7.0,5.0,952.0,81.07,-0.1499999999999914,-0.1840039254170651,0.3000000000000113,0.3700505735784031
659,2022-09-22,12:40:00,81.45,6.0,4.0,952.0,81.07,0.0799999999999983,0.0983163328007844,0.3800000000000096,0.468730726532638
660,2022-09-22,12:50:00,81.42,1.0,7.0,952.0,81.07,-0.0300000000000011,-0.0368324125230216,0.3500000000000085,0.4317256691747977
661,2022-09-22,13:00:00,81.02,13.0,6.0,952.0,81.07,-0.4000000000000057,-0.4912797838369021,-0.0499999999999971,-0.0616750955963946
662,2022-09-22,13:10:00,81.16,2.0,25.0,952.0,81.07,0.1400000000000005,0.1727968402863497,0.0900000000000034,0.1110151720735209
663,2022-09-22,13:20:00,81.47,13.0,6.0,952.0,81.07,0.3100000000000023,0.3819615574174498,0.4000000000000057,0.4934007647711925
664,2022-09-22,13:30:00,81.59,2.0,33.0,952.0,81.07,0.1200000000000045,0.1472934822634154,0.5200000000000102,0.6414209942025537
665,2022-09-22,13:40:00,81.52,4.0,4.0,952.0,81.07,-0.0700000000000073,-0.0857948277975332,0.4500000000000028,0.555075860367587
666,2022-09-22,13:50:00,81.53,5.0,4.0,952.0,81.07,0.0100000000000051,0.0122669283611446,0.4600000000000079,0.5674108794868731
667,2022-09-22,14:00:00,81.28,4.0,34.0,952.0,81.07,-0.25,-0.3066355942597817,0.2100000000000079,0.2590354015048821
668,2022-09-22,14:10:00,81.17,12.0,27.0,952.0,81.07,-0.1099999999999994,-0.1353346456692906,0.1000000000000085,0.1233501911928068
669,2022-09-22,14:20:00,81.33,61.0,136.0,952.0,81.07,0.1599999999999966,0.19711716151287,0.2600000000000051,0.3207104971012768
670,2022-09-22,14:30:00,81.29,25.0,28.0,952.0,81.07,-0.039999999999992,-0.0491823435386598,0.220000000000013,0.2713704206241681
671,2022-09-22,14:40:00,81.23,1.0,13.0,952.0,81.07,-0.0600000000000022,-0.0738098167056246,0.1600000000000108,0.1973603059084875
672,2022-09-22,14:50:00,81.37,7.0,12.0,952.0,81.07,0.1400000000000005,0.1723501169518657,0.3000000000000113,0.3700505735784031
673,2022-09-22,15:00:00,81.31,3.0,18.0,952.0,81.07,-0.0600000000000022,-0.0737372496005926,0.2400000000000091,0.2960404588627225
674,2022-09-22,15:10:00,81.37,1.0,9.0,952.0,81.07,0.0600000000000022,0.0737916615422485,0.3000000000000113,0.3700505735784031
675,2022-09-22,15:20:00,81.37,10.0,14.0,952.0,81.07,0.0,0.0,0.3000000000000113,0.3700505735784031
676,2022-09-22,15:30:00,81.42,2.0,8.0,952.0,81.07,0.0499999999999971,0.061447708000488,0.3500000000000085,0.4317256691747977
677,2022-09-22,15:40:00,81.39,2.0,6.0,952.0,81.07,-0.0300000000000011,-0.0368459837877685,0.3200000000000074,0.3947206118169575
678,2022-09-22,15:50:00,81.32,1.0,2.0,952.0,81.07,-0.0700000000000073,-0.0860056517999845,0.25,0.3083754779819909
679,2022-09-22,16:00:00,81.32,0.0,5.0,952.0,81.07,0.0,0.0,0.25,0.3083754779819909
680,2022-09-23,09:30:00,77.46,56.0,29.0,692.0,81.32,-3.86,-4.746679783571077,-3.86,-4.746679783571077
681,2022-09-23,09:40:00,77.41,43.0,46.0,692.0,81.32,-0.0499999999999971,-0.0645494448747704,-3.9099999999999966,-4.80816527299557
682,2022-09-23,09:50:00,77.08,71.0,22.0,692.0,81.32,-0.3299999999999983,-0.4263015114326292,-4.239999999999995,-5.21396950319724
683,2022-09-23,10:00:00,77.03,65.0,68.0,692.0,81.32,-0.0499999999999971,-0.0648676699532915,-4.289999999999992,-5.275454992621731
684,2022-09-23,10:10:00,76.96,24.0,30.0,692.0,81.32,-0.0700000000000073,-0.0908736855770575,-4.359999999999999,-5.361534677816035
685,2022-09-23,10:20:00,77.04,32.0,11.0,692.0,81.32,0.0800000000000125,0.1039501039501201,-4.279999999999987,-5.2631578947368265
686,2022-09-23,10:30:00,76.6,30.0,51.0,692.0,81.32,-0.4400000000000119,-0.57113187954311,-4.719999999999999,-5.8042302016724046
687,2022-09-23,10:40:00,76.74,25.0,24.0,692.0,81.32,0.1400000000000005,0.1827676240208884,-4.579999999999998,-5.632070831283816
688,2022-09-23,10:50:00,76.66,18.0,61.0,692.0,81.32,-0.0799999999999983,-0.1042481105029949,-4.659999999999997,-5.730447614363007
689,2022-09-23,11:00:00,76.8,34.0,18.0,692.0,81.32,0.1400000000000005,0.182624576050092,-4.519999999999996,-5.558288243974418
690,2022-09-23,11:10:00,77.01,40.0,16.0,692.0,81.32,0.2100000000000079,0.2734375000000104,-4.309999999999988,-5.300049188391525
691,2022-09-23,11:20:00,77.28,25.0,37.0,692.0,81.32,0.269999999999996,0.3506038176860096,-4.039999999999992,-4.968027545499252
692,2022-09-23,11:30:00,77.12,30.0,10.0,692.0,81.32,-0.1599999999999966,-0.2070393374741156,-4.199999999999989,-5.164781111657636
693,2022-09-23,11:40:00,76.65,19.0,10.0,692.0,81.32,-0.4699999999999988,-0.6094398340248948,-4.669999999999988,-5.742744712247895
694,2022-09-23,11:50:00,76.54,17.0,20.0,692.0,81.32,-0.1099999999999994,-0.1435094585779509,-4.779999999999987,-5.878012788981785
695,2022-09-23,12:00:00,76.51,48.0,19.0,692.0,81.32,-0.0300000000000011,-0.0391951920564425,-4.809999999999988,-5.914904082636483
696,2022-09-23,12:10:00,76.72,36.0,18.0,692.0,81.32,0.2099999999999937,0.274473924977119,-4.599999999999994,-5.656665027053609
697,2022-09-23,12:20:00,76.57,25.0,20.0,692.0,81.32,-0.1500000000000056,-0.1955161626694547,-4.75,-5.841121495327103
698,2022-09-23,12:30:00,76.65,16.0,7.0,692.0,81.32,0.0800000000000125,0.1044795611858593,-4.669999999999988,-5.742744712247895
699,2022-09-23,12:40:00,76.69,22.0,6.0,692.0,81.32,0.039999999999992,0.0521852576646993,-4.629999999999996,-5.693556320708307
700,2022-09-23,12:50:00,76.99,13.0,1.0,692.0,81.32,0.2999999999999971,0.3911852914330384,-4.329999999999998,-5.3246433841613365
701,2022-09-23,13:00:00,77.06,48.0,13.0,692.0,81.32,0.0700000000000073,0.0909208988180379,-4.259999999999991,-5.238563698967033
702,2022-09-23,13:10:00,77.16,23.0,2.0,692.0,81.32,0.0999999999999943,0.1297690111601275,-4.159999999999997,-5.115592720118048
703,2022-09-23,13:20:00,77.02,16.0,13.0,692.0,81.32,-0.1400000000000005,-0.1814411612234325,-4.299999999999997,-5.287752090506637
704,2022-09-23,13:30:00,76.57,27.0,2.0,692.0,81.32,-0.4500000000000028,-0.5842638275772564,-4.75,-5.841121495327103
705,2022-09-23,13:40:00,76.71,22.0,4.0,692.0,81.32,0.1400000000000005,0.182839232075226,-4.609999999999999,-5.668962124938514
706,2022-09-23,13:50:00,76.7,20.0,5.0,692.0,81.32,-0.0099999999999909,-0.0130361100247567,-4.61999999999999,-5.681259222823402
707,2022-09-23,14:00:00,76.46,23.0,4.0,692.0,81.32,-0.2400000000000091,-0.3129074315515112,-4.859999999999999,-5.976389572060993
708,2022-09-23,14:10:00,76.56,69.0,12.0,692.0,81.32,0.1000000000000085,0.1307873397855199,-4.759999999999991,-5.853418593211991
709,2022-09-23,14:20:00,76.68,35.0,61.0,692.0,81.32,0.1200000000000045,0.1567398119122316,-4.639999999999986,-5.705853418593196
710,2022-09-23,14:30:00,76.75,32.0,25.0,692.0,81.32,0.0699999999999931,0.0912884715701528,-4.569999999999993,-5.61977373339891
711,2022-09-23,14:40:00,76.73,18.0,1.0,692.0,81.32,-0.019999999999996,-0.0260586319218189,-4.589999999999989,-5.644367929168704
712,2022-09-23,14:50:00,76.67,18.0,7.0,692.0,81.32,-0.0600000000000022,-0.0781962726443402,-4.649999999999992,-5.718150516478101
713,2022-09-23,15:00:00,76.86,9.0,3.0,692.0,81.32,0.1899999999999977,0.2478153123777197,-4.459999999999994,-5.48450565666502
714,2022-09-23,15:10:00,76.82,3.0,1.0,692.0,81.32,-0.0400000000000062,-0.0520426749935028,-4.5,-5.533694048204625
715,2022-09-23,15:20:00,76.83,7.0,10.0,692.0,81.32,0.0100000000000051,0.0130174433741279,-4.489999999999995,-5.521396950319719
716,2022-09-23,15:30:00,76.82,5.0,2.0,692.0,81.32,-0.0100000000000051,-0.0130157490563648,-4.5,-5.533694048204625
717,2022-09-23,15:40:00,76.93,5.0,2.0,692.0,81.32,0.1100000000000136,0.1431918771153523,-4.389999999999986,-5.398425971470717
718,2022-09-23,15:50:00,76.98,6.0,1.0,692.0,81.32,0.0499999999999971,0.0649941505264489,-4.339999999999989,-5.3369404820462245
719,2022-09-23,16:00:00,77.03,4.0,0.0,692.0,81.32,0.0499999999999971,0.0649519355676762,-4.289999999999992,-5.275454992621731
720,2022-09-26,09:30:00,77.36,30.0,56.0,1079.0,77.03,0.3299999999999983,0.4284045177203664,0.3299999999999983,0.4284045177203664
721,2022-09-26,09:40:00,77.34,14.0,43.0,1079.0,77.03,-0.019999999999996,-0.0258531540847932,0.3100000000000023,0.4024406075555008
722,2022-09-26,09:50:00,77.36,27.0,71.0,1079.0,77.03,0.019999999999996,0.0258598396689889,0.3299999999999983,0.4284045177203664
723,2022-09-26,10:00:00,77.87,34.0,65.0,1079.0,77.03,0.5100000000000051,0.6592554291623645,0.8400000000000034,1.0904842269245791
724,2022-09-26,10:10:00,77.9,9.0,24.0,1079.0,77.03,0.0300000000000011,0.0385257480416092,0.8700000000000045,1.129430092171887
725,2022-09-26,10:20:00,77.85,14.0,32.0,1079.0,77.03,-0.0500000000000113,-0.0641848523748541,0.8199999999999932,1.064520316759695
726,2022-09-26,10:30:00,77.54,21.0,30.0,1079.0,77.03,-0.309999999999988,-0.3982016698779551,0.5100000000000051,0.6620797092042128
727,2022-09-26,10:40:00,77.41,20.0,25.0,1079.0,77.03,-0.1300000000000096,-0.1676554036626381,0.3799999999999954,0.4933142931325398
728,2022-09-26,10:50:00,77.49,17.0,18.0,1079.0,77.03,0.0799999999999983,0.1033458209533629,0.4599999999999937,0.597169933792021
729,2022-09-26,11:00:00,77.03,14.0,34.0,1079.0,77.03,-0.4599999999999937,-0.5936249838688783,0.0,0.0
730,2022-09-26,11:10:00,76.66,11.0,40.0,1079.0,77.03,-0.3700000000000045,-0.4803323380501162,-0.3700000000000045,-0.4803323380501162
